symbol,start,end,decision_day,hold_days,cumulative_return,annualized_return,annualized_volatility,max_drawdown,max_drawdown_recovery_days,sharpe_ratio,ulcer_index,ulcer_performance_index,win_rate,payoff_ratio,kelly_fraction
510300,20120528,20260618,-5,5,3.546913719853235,0.11823812090635921,0.13313789937955114,-0.20697613834288864,678.0,0.9056229465155952,6.235965549056687,1.8960675772855264,0.6204379562043796,1.2622534268482815,0.31973602446682964
510500,20130315,20260618,-5,16,8.538449485696269,0.19317027211223703,0.2178696298211317,-0.3698594315532344,819.0,0.9198348221704172,9.320990275897344,2.0724222040199507,0.6333333333333333,1.2612095449939675,0.342607126794498
512100,20161104,20260618,27,8,2.3045123389231583,0.13775193609795022,0.15060615809910188,-0.21183127403725222,506.0,0.9322696515200575,6.368647555050962,2.1629700012006388,0.5818181818181818,1.312585769967785,0.26322428285180666
515180,20191220,20260618,23,10,1.7656683761402996,0.17724810172429062,0.10625007089961479,-0.08421509030112917,297.0,1.588283322881426,2.5249778828842504,7.019788289068985,0.72,1.3785728807777466,0.5168914056672629
