atr_stop_mode,atr_stop_n,status,elapsed_ms,sharpe_ratio,annualized_return,cumulative_return,annualized_volatility,max_drawdown,max_drawdown_recovery_days,sortino_ratio,calmar_ratio,ulcer_index,ulcer_performance_index,error
static,1.0,ok,41345,1.4878767391929364,0.15086251963309616,6.1743273828649,0.09760790817134804,-0.1140247302787859,330.0,2.674344937178141,,2.816753676651929,5.355900336035614,
static,1.5,ok,43011,1.5102173505031682,0.1556715890876874,6.606382705780244,0.09901857664264066,-0.10770493839314998,307.0,2.7175603023244532,,2.891620987792386,5.383540572740662,
static,2.0,ok,40819,1.563782765304196,0.15758524655931772,6.784933893344703,0.09653996287150002,-0.09638620011236243,307.0,2.765179418909577,,2.717888079711067,5.7980771075779645,
static,2.5,ok,42281,1.5134257988010178,0.15329796922572458,6.390199808310043,0.0973551777883262,-0.09638620011236243,304.0,2.618611817549696,,2.803673506098235,5.467753962516966,
static,3.0,ok,10888,1.5492514719954045,0.15796244617875854,6.820584009927916,0.09773327235411282,-0.09693842865283331,304.0,2.684784539153652,,2.755340095835227,5.732956393206165,
