trade_year,rank,mom_lookback,tsmom_entry_threshold_pct,tsmom_exit_threshold_pct,composite_score,annualized_return,sharpe_ratio,max_drawdown,avg_annual_trade_count,sqn_recent_100
2017,1,15,0.0,0.0,0.75,0.0728705887341825,1.1061637674165925,-0.12235312032047219,78.87973640856671,2.2515815147603426
2017,2,16,0.0,0.0,0.25,0.06306568183281414,0.9431307267197757,-0.12116754359983695,80.12520593080725,1.7710024394712733
2017,3,15,1.0,-1.0,,0.036018119320580855,5.510621397700684,-0.005912516404865342,0.0,
2017,4,15,1.0,0.0,,0.036018119320580855,5.510621397700684,-0.005912516404865342,0.0,
2017,5,16,1.0,-1.0,,0.036018119320580855,5.510621397700684,-0.005912516404865342,0.0,
2017,6,16,1.0,0.0,,0.036018119320580855,5.510621397700684,-0.005912516404865342,0.0,
2017,7,15,0.0,-1.0,,0.040564915940371815,2.6409300163698877,-0.010468128627349804,2.698517298187809,
2017,8,16,0.0,-1.0,,0.04036949583782268,2.556864913383759,-0.009723626478266523,2.698517298187809,
