trade_year,train_start,train_end,trade_start,trade_end,best_mom_lookback,best_entry_pct,best_exit_pct,best_train_composite,best_train_annualized_return,best_train_sharpe_ratio,oos_annualized_return,oos_sharpe_ratio,oos_calmar_ratio,oos_sortino_ratio,oos_ulcer_index,oos_ulcer_performance_index,oos_max_drawdown,oos_trade_count_total,oos_sqn_recent_100,search_eligible_cases,search_total_cases,search_error_cases
2017,2012-01-01,2016-12-31,2017-01-01,2017-12-31,15,0.0,0.0,0.75,0.0728705887341825,1.1061637674165974,0.1339740253464261,2.2052247783517513,5.352122562601599,4.143347621799508,0.9114364787585572,14.699216946957016,-0.025031942706727373,119.0,1.8673149509330653,2,6,2
