r_multiple,reduce_fraction,status,elapsed_ms,sharpe_ratio,annualized_return,cumulative_return,annualized_volatility,max_drawdown,max_drawdown_recovery_days,sortino_ratio,calmar_ratio,ulcer_index,ulcer_performance_index,error
4.5,0.3,ok,49542,1.5784375685781646,0.1570999996459148,6.739293896655777,0.0953041566811458,-0.08833464465623053,307.0,2.7957877415506833,,2.6053959929626433,6.029793554233326,
4.5,0.4,ok,48877,1.582743548881244,0.15693156498983307,6.723509925602836,0.09493089186488654,-0.0883346446562302,307.0,2.8043236173475314,,2.5725094661630528,6.100329932853445,
4.5,0.5,ok,49595,1.5867506801159736,0.1567608146620747,6.707539472366975,0.094577461923152,-0.0883346446562302,307.0,2.812006389702841,,2.5423428652456397,6.165998174558905,
4.5,0.6,ok,50617,1.5904493041353034,0.15658775250590207,6.691384089914527,0.09424409000776575,-0.08833464465623053,307.0,2.818864628987303,,2.5194411128014176,6.215178108758771,
4.5,0.7,ok,52324,1.5938301429307773,0.15641238229728516,6.675045334644776,0.0939309896837169,-0.0883346446562302,307.0,2.824775546739806,,2.497994390932387,6.261518555247979,
4.5,0.8,ok,49738,1.5968843451572883,0.15623470774545312,6.6585247662840805,0.09363836429870664,-0.08833464465623053,307.0,2.829696161937574,,2.477709798082853,6.305609634604542,
4.5,0.9,ok,50114,1.599603531994588,0.15605473249342583,6.641823947779415,0.09336640636822309,-0.08833464465623053,307.0,2.8336977154967657,,2.4613584432101216,6.340187180941355,
5.0,0.1,ok,50707,1.5722432511983273,0.15778721745509494,6.804003873439768,0.0961045219356913,-0.09172353775823494,307.0,2.7885414055727993,,2.6614724452536045,5.928568516141817,
5.0,0.2,ok,49576,1.580282722181507,0.1579815261775337,6.822391332435017,0.09569691271740614,-0.08833464465622998,307.0,2.8104760700396256,,2.6103185669238678,6.052193329173119,
5.0,0.3,ok,48932,1.5879146690380939,0.1581715010844733,6.840407573185579,0.09531737369089634,-0.08833464465623075,307.0,2.830940252392826,,2.5642907706380162,6.168235790402154,
5.0,0.4,ok,50051,1.5951272324293764,0.15835769998722937,6.8581031047213035,0.09496620849078362,-0.08833464465622998,307.0,2.849842884638165,,2.5310305555748824,6.256649080684883,
5.0,0.5,ok,50443,1.6019079144556945,0.1585405447653545,6.875515962798608,0.09464371415006385,-0.08833464465623042,307.0,2.867099888517979,,2.501507526497854,6.337800030020838,
5.0,0.6,ok,49176,1.6082410937010279,0.15872005124390443,6.892645757200829,0.0943501846651188,-0.08833464465623064,307.0,2.8826456267698335,,2.4790951780454464,6.4023379436783685,
5.0,0.7,ok,50546,1.6141120818279628,0.1588962349716183,6.909492112183788,0.09408589113030735,-0.08833464465623064,307.0,2.8963632584523915,,2.4675408700964265,6.439457068259581,
5.0,0.8,ok,48118,1.6195072252274014,0.15906911122580536,6.92605466649071,0.09385108053957121,-0.08833464465623009,307.0,2.90817976956826,,2.4568539644835767,6.474504122968546,
5.0,0.9,ok,46483,1.6244140016461905,0.15923869501709875,6.942333073365634,0.09364597467230037,-0.08833464465623053,307.0,2.918033262274064,,2.447983061272375,6.5048936627172615,
