top_k,rebalance_anchor,risk_budget_pct_percent,risk_budget_pct,status,elapsed_ms,sharpe_ratio,annualized_return,cumulative_return,annualized_volatility,max_drawdown,max_drawdown_recovery_days,sortino_ratio,calmar_ratio,ulcer_index,ulcer_performance_index,win_rate,payoff_ratio,kelly_fraction,error
1,2,0.7,0.006999999999999999,ok,,0.9217516927306613,0.11003580427594484,3.3070319645918733,0.12122898339273497,-0.15893952200507078,473,1.5065997184232034,0.6923124147336638,5.008560112310753,2.1969548494682765,,,,
1,2,0.8,0.008,ok,,0.8995233304491326,0.12082082887462398,3.9307954534753655,0.13728126921255626,-0.1743586607116513,473,1.4775881828857318,0.6929442356432959,5.679021263280933,2.1274938633496565,,,,
1,2,0.9,0.009000000000000001,ok,,0.8820773340374567,0.13098133366696696,4.594222631634607,0.15277500049368473,-0.18935047241692038,473,1.4547323873286022,0.6917402000379823,6.369601284655791,2.056350591087981,,,,
1,2,1.0,0.01,ok,,0.8652057458696115,0.13980481404115874,5.236634076974546,0.1674513312633815,-0.2089410371583511,473,1.4314338600938128,0.6691113241445443,7.0620739606025404,1.9796566110903562,,,,
1,2,1.1,0.011000000000000001,ok,,0.8437686173311378,0.14600493646089885,5.728313769084042,0.18091144037634369,-0.2338099678943909,488,1.3986115103939576,0.6244598456420279,7.784559694389766,1.8755709017958044,,,,
1,2,1.2,0.012,ok,,0.8241891262633977,0.1512988863390432,6.176368881791735,0.19370427639506096,-0.26021777255047174,613,1.368395549789551,0.5814317940551018,8.550289679048973,1.7695176656970504,,,,
1,2,1.3,0.013000000000000001,ok,,0.8065197474438703,0.1560171455795729,6.598892156937687,0.2060818233206129,-0.28520369236122356,778,1.3401779147873587,0.5470376077108078,9.359003640318592,1.667027298797609,,,,
1,2,1.4,0.013999999999999999,ok,,0.7951665038312188,0.16131773814635597,7.101055491932922,0.2179312297106149,-0.306351887025496,779,1.3223863856407632,0.526576610030577,10.148484671364798,1.5895746347386608,,,,
1,2,1.5,0.015,ok,,0.79270213550647,0.16802731463061238,7.780898840469241,0.2289846866846291,-0.32697562030686733,779,1.320535999483129,0.5138833117677654,10.819800551362231,1.5529612938147688,,,,
1,2,1.6,0.016,ok,,0.7917380531390217,0.17456775711938355,8.494261012939559,0.2393875358672216,-0.34558836371384327,779,1.3201904438177359,0.5051320456609195,11.407699362367454,1.5302626022496728,,,,
1,2,1.7,0.017,ok,,0.7926620901603443,0.18096461544608777,9.243690096291736,0.24888076555219774,-0.35773802002842137,779,1.322455359510636,0.5058579332208263,11.857261697552401,1.5261923036028027,,,,
