top_k,rebalance_anchor,status,elapsed_ms,sharpe_ratio,annualized_return,cumulative_return,annualized_volatility,max_drawdown,max_drawdown_recovery_days,sortino_ratio,calmar_ratio,ulcer_index,ulcer_performance_index,win_rate,payoff_ratio,kelly_fraction,error
11,18,ok,43427,0.7383192626674706,0.07628903395062347,1.8751559327417335,0.10739196258139423,-0.18656716417910457,576,1.1168818033562746,0.40890922197534163,4.279323992377405,1.7827356397065097,0.65,2.790838258586536,0.5245896510042602,
11,19,ok,41853,0.7899046673813497,0.0820538020557966,2.1044704155194953,0.1071009070187477,-0.18656716417910413,568,1.2019276423522196,0.4398083790190706,4.113023972717212,1.9949750499895311,0.6271186440677966,3.4087539088164065,0.5177292994841989,
11,20,ok,37306,0.7885441682724904,0.0812097961995788,2.069866135273859,0.10617109372358029,-0.18656716417910435,494,1.19699039688271,0.43528450762974263,4.023114083290233,2.0185804955638442,0.6071428571428571,3.7191333938759987,0.501511490571271,
11,21,ok,39614,0.7757188136478573,0.08028940111540894,2.0325391514090505,0.10693256630127101,-0.18656716417910446,599,1.1783728086379301,0.43035118997859195,4.036378090527697,1.9891447063352847,0.6386554621848739,3.1065581953340216,0.5223387814422252,
11,22,ok,42026,0.786632895018617,0.0816929774974895,2.089632418877721,0.10712681303312133,-0.18656716417910424,555,1.1901670894570906,0.43787435938654423,3.914272499432166,2.0870539163877964,0.6228070175438597,3.6398570066681133,0.5191785008836904,
11,23,ok,44918,0.8127688622029182,0.08455329580485116,2.209090418955764,0.1069009713288676,-0.18656716417910424,568,1.233332283309101,0.45320566551400276,3.869330631963438,2.1852176473724025,0.7083333333333334,2.6454006188428902,0.5980790812593156,
11,24,ok,53308,0.8119876023913699,0.08485275690908978,2.2218424986104615,0.10741134114962024,-0.18656716417910424,555,1.2324763464469237,0.45481077703272177,3.859824854315691,2.1983577004592694,0.6752136752136753,3.234278566673575,0.5747936532239292,
11,25,ok,44922,0.8057364891805499,0.08337634232028002,2.159425285318749,0.10642186055745109,-0.1865671641791039,573,1.2257302142088193,0.44689719483670226,3.9475394332250224,2.1121091690315055,0.7024793388429752,2.7841510343265963,0.5956170826331622,
11,26,ok,42690,0.7754750173625462,0.0797065523749989,2.009120330042732,0.10616474997272593,-0.18656716417910402,560,1.1757820665235803,0.4272271207299952,3.8571729906933196,2.066450028746878,0.6942148760330579,2.746804075674747,0.5828909098736489,
11,27,ok,39800,0.7354736909413189,0.07478632284788089,1.8180253824017325,0.10565510464716503,-0.18656716417910402,623,1.1129852309139696,0.40085469046464256,3.9639658735754333,1.886654053871176,0.6428571428571429,3.166724038650043,0.5300772312564134,
