date,open,high,low,close,volume,factor
2013-08-15,98.481,98.53,98.26,98.512,55833.0,1.0
2013-08-16,98.515,98.74,98.508,98.717,56622.0,1.0
2013-08-19,98.729,98.729,98.268,98.284,45912.0,1.0
2013-08-20,98.284,98.379,98.0,98.327,39249.0,1.0
2013-08-21,98.314,98.505,98.18,98.361,49473.0,1.0
2013-08-22,98.368,98.43,98.28,98.282,54665.0,1.0
2013-08-23,98.363,98.615,98.291,98.538,39265.0,1.0
2013-08-26,98.538,98.878,98.53,98.583,43823.0,1.0
2013-08-27,98.66,99.58,98.58,98.586,61134.0,1.0
2013-08-28,98.596,98.618,98.18,98.246,51266.0,1.0
2013-08-29,98.252,98.6,98.25,98.295,80603.0,1.0
2013-08-30,98.33,98.42,98.301,98.417,72011.0,1.0
2013-09-02,98.37,98.501,98.36,98.404,45725.0,1.0
2013-09-03,98.4,98.41,98.278,98.353,69573.0,1.0
2013-09-04,98.353,98.38,98.292,98.294,77782.0,1.0
2013-09-05,98.285,98.31,98.22,98.237,93550.0,1.0
2013-09-06,98.247,98.319,98.18,98.185,72016.0,1.0
2013-09-09,98.168,98.219,98.09,98.104,40181.0,1.0
2013-09-10,98.111,98.13,98.01,98.017,50956.0,1.0
2013-09-11,98.0,98.0,97.51,97.682,17553.0,1.0
2013-09-12,97.56,97.865,97.56,97.631,37017.0,1.0
2013-09-13,97.678,97.743,97.626,97.691,48953.0,1.0
2013-09-16,97.78,98.06,97.708,97.988,48785.0,1.0
2013-09-17,97.801,98.238,97.801,98.039,63926.0,1.0
2013-09-18,98.039,98.265,98.009,98.187,49673.0,1.0
2013-09-23,98.191,98.483,97.88,98.228,79474.0,1.0
2013-09-24,98.26,98.279,97.99,98.068,93053.0,1.0
2013-09-25,98.1,98.289,97.88,98.167,86193.0,1.0
2013-09-26,98.13,98.559,98.13,98.409,95830.0,1.0
2013-09-27,98.38,98.465,98.33,98.371,74785.0,1.0
2013-09-30,98.372,98.495,98.371,98.418,52716.0,1.0
2013-10-08,98.421,98.68,98.421,98.466,42489.0,1.0
2013-10-09,98.473,98.782,97.88,98.539,33149.0,1.0
2013-10-10,98.539,98.629,98.351,98.481,23282.0,1.0
2013-10-11,98.56,98.59,98.4,98.467,25213.0,1.0
2013-10-14,98.467,98.467,98.18,98.285,36849.0,1.0
2013-10-15,98.296,99.27,98.2,98.271,82706.0,1.0
2013-10-16,98.276,98.425,98.235,98.349,69197.0,1.0
2013-10-17,98.357,98.36,98.016,98.153,66614.0,1.0
2013-10-18,98.153,98.268,98.085,98.164,114404.0,1.0
2013-10-21,98.158,98.215,98.1,98.134,76921.0,1.0
2013-10-22,98.071,98.13,98.014,98.089,70319.0,1.0
2013-10-23,98.082,98.167,98.061,98.13,69208.0,1.0
2013-10-24,98.08,98.155,97.934,97.967,90267.0,1.0
2013-10-25,97.95,98.009,97.843,97.872,85836.0,1.0
2013-10-28,98.048,98.048,97.682,97.857,91371.0,1.0
2013-10-29,97.968,98.055,97.727,97.769,79247.0,1.0
2013-10-30,97.776,97.851,97.669,97.718,137011.0,1.0
2013-10-31,97.795,98.078,97.751,98.017,160061.0,1.0
2013-11-01,98.02,98.211,98.02,98.097,102552.0,1.0
2013-11-04,98.108,98.246,97.822,97.982,65791.0,1.0
2013-11-05,98.003,98.048,97.69,97.855,78855.0,1.0
2013-11-06,97.861,97.888,97.482,97.578,117606.0,1.0
2013-11-07,97.579,97.6,96.935,97.099,33890.0,1.0
2013-11-08,97.013,97.2,96.601,96.716,27325.0,1.0
2013-11-11,96.43,96.718,96.091,96.28,38264.0,1.0
2013-11-12,96.3,97.062,96.28,96.493,42080.0,1.0
2013-11-13,96.493,96.68,95.994,96.071,47306.0,1.0
2013-11-14,96.081,96.568,96.05,96.436,55151.0,1.0
2013-11-15,96.536,96.562,95.888,96.064,43483.0,1.0
2013-11-18,96.065,96.109,95.867,95.894,55314.0,1.0
2013-11-19,95.973,96.29,95.895,96.18,58837.0,1.0
2013-11-20,96.226,96.475,96.085,96.26,75477.0,1.0
2013-11-21,96.36,96.56,96.28,96.45,94057.0,1.0
2013-11-22,96.463,96.93,96.463,96.803,92940.0,1.0
2013-11-25,96.835,96.954,96.681,96.722,92810.0,1.0
2013-11-26,96.87,96.903,96.543,96.68,191173.0,1.0
2013-11-27,96.72,96.995,96.71,96.891,162909.0,1.0
2013-11-28,96.88,97.04,96.78,96.894,193557.0,1.0
2013-11-29,96.924,97.195,96.894,96.897,174655.0,1.0
2013-12-02,96.9,96.968,95.39,96.21,147101.0,1.0
2013-12-03,96.27,96.599,96.1,96.566,132170.0,1.0
2013-12-04,96.68,97.125,96.53,96.658,199899.0,1.0
2013-12-05,96.61,96.99,96.61,96.751,145502.0,1.0
2013-12-06,96.848,96.889,96.68,96.704,136217.0,1.0
2013-12-09,96.713,96.81,96.402,96.488,64263.0,1.0
2013-12-10,96.435,96.455,96.231,96.251,79052.0,1.0
2013-12-11,96.12,96.445,96.12,96.245,58720.0,1.0
2013-12-12,96.28,96.66,96.24,96.495,60445.0,1.0
2013-12-13,96.51,96.78,96.461,96.527,83875.0,1.0
2013-12-16,96.748,96.759,96.385,96.431,61493.0,1.0
2013-12-17,96.568,96.58,96.374,96.387,81481.0,1.0
2013-12-18,96.431,96.445,96.23,96.304,91914.0,1.0
2013-12-19,96.277,96.356,96.145,96.156,67238.0,1.0
2013-12-20,96.205,96.309,96.161,96.18,54079.0,1.0
2013-12-23,96.203,96.413,96.096,96.297,67034.0,1.0
2013-12-24,96.338,96.72,96.243,96.273,52545.0,1.0
2013-12-25,96.285,96.49,96.285,96.369,59598.0,1.0
2013-12-26,96.42,96.629,96.332,96.427,24859.0,1.0
2013-12-27,96.435,96.57,96.291,96.323,37522.0,1.0
2013-12-30,96.315,96.639,96.315,96.333,58882.0,1.0
2013-12-31,96.34,96.582,96.301,96.558,28074.0,1.0
2014-01-02,96.493,96.59,96.32,96.386,8231.0,1.0
2014-01-03,96.378,96.41,96.11,96.131,3866.0,1.0
2014-01-06,96.17,96.18,95.919,95.943,2548.0,1.0
2014-01-07,95.969,96.18,95.969,96.113,1908.0,1.0
2014-01-08,95.985,96.397,95.982,96.376,3087.0,1.0
2014-01-09,96.38,96.52,96.281,96.281,2755.0,1.0
2014-01-10,96.399,96.4,96.291,96.347,9261.0,1.0
2014-01-13,96.679,97.11,96.331,96.46,6263.0,1.0
2014-01-14,96.472,96.472,96.338,96.379,5814.0,1.0
2014-01-15,96.361,96.458,96.281,96.454,6646.0,1.0
2014-01-16,96.729,96.81,96.348,96.452,9780.0,1.0
2014-01-17,96.451,96.478,96.28,96.31,9015.0,1.0
2014-01-20,96.449,96.449,96.196,96.259,13715.0,1.0
2014-01-21,96.38,96.68,96.28,96.608,12265.0,1.0
2014-01-22,96.7,97.015,96.613,96.9,11272.0,1.0
2014-01-23,96.9,97.1,96.9,96.974,21733.0,1.0
2014-01-24,96.974,96.974,96.831,96.906,11093.0,1.0
2014-01-27,96.906,97.34,96.581,97.325,21443.0,1.0
2014-01-28,97.28,97.33,97.148,97.281,15232.0,1.0
2014-01-29,97.281,97.33,96.289,97.245,7523.0,1.0
2014-01-30,97.116,97.34,97.116,97.28,5409.0,1.0
2014-02-07,97.28,97.439,97.208,97.341,6096.0,1.0
2014-02-10,97.345,97.48,97.341,97.35,14455.0,1.0
2014-02-11,97.35,97.43,96.58,97.402,11937.0,1.0
2014-02-12,97.419,97.473,97.401,97.403,14477.0,1.0
2014-02-13,97.43,97.46,97.184,97.45,18481.0,1.0
2014-02-14,97.45,97.59,97.45,97.59,19657.0,1.0
2014-02-17,97.59,97.593,97.49,97.555,26795.0,1.0
2014-02-18,97.566,97.85,97.484,97.6,32327.0,1.0
2014-02-19,97.55,97.885,97.531,97.847,14604.0,1.0
2014-02-20,97.849,97.88,97.688,97.78,15546.0,1.0
2014-02-21,97.78,97.83,97.61,97.641,14560.0,1.0
2014-02-24,97.613,97.87,97.613,97.805,21002.0,1.0
2014-02-25,97.805,98.016,97.805,98.013,36752.0,1.0
2014-02-26,98.046,98.262,97.946,98.013,30022.0,1.0
2014-02-27,98.078,98.35,98.078,98.249,30648.0,1.0
2014-02-28,98.26,98.35,98.18,98.213,26197.0,1.0
2014-03-03,98.18,98.284,98.088,98.141,23784.0,1.0
2014-03-04,98.102,98.226,97.696,97.78,11815.0,1.0
2014-03-05,97.73,98.059,97.705,97.729,22840.0,1.0
2014-03-06,97.77,97.89,97.646,97.803,19734.0,1.0
2014-03-07,97.53,97.98,97.53,97.75,11064.0,1.0
2014-03-10,97.78,97.813,97.671,97.746,22083.0,1.0
2014-03-11,88.057,97.88,88.057,97.815,13428.0,1.0
2014-03-12,97.895,97.95,97.78,97.822,32680.0,1.0
2014-03-13,97.87,98.092,97.687,98.09,13292.0,1.0
2014-03-14,97.89,98.38,97.89,98.131,9256.0,1.0
2014-03-17,98.139,98.375,98.139,98.232,16786.0,1.0
2014-03-18,98.216,98.27,98.028,98.044,17509.0,1.0
2014-03-19,98.08,98.151,97.95,97.968,23416.0,1.0
2014-03-20,97.89,98.022,97.88,97.918,25722.0,1.0
2014-03-21,97.969,98.263,97.869,98.129,20677.0,1.0
2014-03-24,97.93,98.199,97.93,98.137,26381.0,1.0
2014-03-25,98.197,98.197,98.026,98.084,31554.0,1.0
2014-03-26,98.085,98.147,98.038,98.079,23224.0,1.0
2014-03-27,98.038,98.082,97.982,98.054,33288.0,1.0
2014-03-28,97.88,98.075,97.863,97.892,23518.0,1.0
2014-03-31,97.919,97.941,97.79,97.839,24530.0,1.0
2014-04-01,97.781,97.868,97.282,97.788,19594.0,1.0
2014-04-02,97.74,97.905,97.676,97.702,17842.0,1.0
2014-04-03,97.696,97.792,97.613,97.699,19295.0,1.0
2014-04-04,97.291,97.753,97.291,97.602,21207.0,1.0
2014-04-08,97.28,97.678,97.28,97.677,18453.0,1.0
2014-04-09,97.63,97.81,97.63,97.769,23612.0,1.0
2014-04-10,97.581,97.989,97.581,97.877,24047.0,1.0
2014-04-11,97.88,98.198,97.88,98.134,13751.0,1.0
2014-04-14,98.075,98.342,98.075,98.231,18106.0,1.0
2014-04-15,98.18,98.75,98.18,98.556,20354.0,1.0
2014-04-16,98.527,98.623,98.231,98.246,22903.0,1.0
2014-04-17,98.578,99.08,98.48,98.809,14534.0,1.0
2014-04-18,98.788,99.16,98.748,98.832,21666.0,1.0
2014-04-21,98.93,99.14,98.781,98.962,20425.0,1.0
2014-04-22,98.885,99.03,98.291,98.566,23490.0,1.0
2014-04-23,98.58,98.827,98.375,98.631,26738.0,1.0
2014-04-24,98.479,98.64,98.219,98.299,17357.0,1.0
2014-04-25,98.573,98.736,98.286,98.589,28848.0,1.0
2014-04-28,98.43,98.849,98.3,98.448,16648.0,1.0
2014-04-29,98.438,98.979,98.383,98.565,19369.0,1.0
2014-04-30,98.49,98.96,98.49,98.902,17829.0,1.0
2014-05-05,98.86,99.115,98.86,99.036,21253.0,1.0
2014-05-06,99.08,99.238,99.059,99.123,26563.0,1.0
2014-05-07,99.123,99.251,98.96,98.98,32350.0,1.0
2014-05-08,98.998,99.176,98.908,99.136,29667.0,1.0
2014-05-09,99.136,99.61,99.136,99.492,38124.0,1.0
2014-05-12,99.53,99.567,99.08,99.4,45822.0,1.0
2014-05-13,99.43,99.56,99.353,99.367,58093.0,1.0
2014-05-14,99.37,99.519,98.987,99.24,34213.0,1.0
2014-05-15,99.28,99.399,99.126,99.325,42225.0,1.0
2014-05-16,99.231,99.43,99.231,99.332,38319.0,1.0
2014-05-19,99.338,99.433,99.224,99.268,67096.0,1.0
2014-05-20,99.182,99.37,99.182,99.283,62495.0,1.0
2014-05-21,99.281,99.41,99.192,99.23,66375.0,1.0
2014-05-22,98.95,99.468,98.95,99.354,55576.0,1.0
2014-05-23,99.361,99.49,99.306,99.424,62869.0,1.0
2014-05-26,99.395,99.831,99.395,99.548,64008.0,1.0
2014-05-27,99.564,99.93,99.564,99.827,52472.0,1.0
2014-05-28,99.84,99.91,99.792,99.83,105048.0,1.0
2014-05-29,99.86,100.12,99.86,99.999,51264.0,1.0
2014-05-30,100.176,100.98,99.681,100.107,71259.0,1.0
2014-06-03,100.131,100.27,100.031,100.27,70237.0,1.0
2014-06-04,100.27,100.776,100.23,100.681,49305.0,1.0
2014-06-05,100.693,100.746,100.056,100.071,20584.0,1.0
2014-06-06,100.113,100.27,99.882,100.142,68883.0,1.0
2014-06-09,100.19,100.19,99.99,100.177,49136.0,1.0
2014-06-10,100.177,100.359,100.12,100.158,67681.0,1.0
2014-06-11,100.143,100.289,100.12,100.24,68003.0,1.0
2014-06-12,100.16,100.295,99.89,100.059,71686.0,1.0
2014-06-13,100.035,100.118,99.94,100.016,86025.0,1.0
2014-06-16,100.06,100.438,100.06,100.415,65251.0,1.0
2014-06-17,100.441,100.634,100.152,100.203,69082.0,1.0
2014-06-18,100.26,100.332,100.068,100.216,72244.0,1.0
2014-06-19,100.255,100.268,100.091,100.18,106498.0,1.0
2014-06-20,100.185,100.422,100.091,100.269,99771.0,1.0
2014-06-23,100.25,100.391,100.232,100.279,146235.0,1.0
2014-06-24,100.303,100.68,100.23,100.524,129164.0,1.0
2014-06-25,100.355,100.558,100.285,100.494,96731.0,1.0
2014-06-26,100.537,100.537,100.283,100.3,85205.0,1.0
2014-06-27,100.31,100.372,100.202,100.221,87140.0,1.0
2014-06-30,100.236,100.33,99.88,100.166,38442.0,1.0
2014-07-01,100.216,100.216,99.991,100.066,28459.0,1.0
2014-07-02,100.066,100.111,99.962,99.988,28576.0,1.0
2014-07-03,99.991,100.05,99.946,100.004,28267.0,1.0
2014-07-04,99.994,100.07,99.94,100.002,27852.0,1.0
2014-07-07,100.03,100.046,99.951,99.96,23802.0,1.0
2014-07-08,99.946,99.994,99.548,99.617,17648.0,1.0
2014-07-09,99.68,99.756,99.282,99.325,16011.0,1.0
2014-07-10,99.312,99.395,98.95,98.963,18213.0,1.0
2014-07-11,99.016,99.83,98.962,99.692,14592.0,1.0
2014-07-14,99.69,99.927,99.63,99.798,17266.0,1.0
2014-07-15,99.798,99.919,99.68,99.72,17501.0,1.0
2014-07-16,99.681,99.723,99.301,99.484,16395.0,1.0
2014-07-17,99.386,99.428,99.101,99.175,19590.0,1.0
2014-07-18,99.08,99.27,98.944,99.143,14076.0,1.0
2014-07-21,99.08,99.27,99.08,99.195,21241.0,1.0
2014-07-22,99.16,99.43,99.16,99.285,36004.0,1.0
2014-07-23,99.29,99.358,99.12,99.294,20607.0,1.0
2014-07-24,99.342,99.342,99.24,99.254,37968.0,1.0
2014-07-25,99.391,99.48,99.291,99.417,25741.0,1.0
2014-07-28,99.4,99.47,99.39,99.414,35834.0,1.0
2014-07-29,99.39,99.43,99.28,99.39,40319.0,1.0
2014-07-30,99.401,99.58,99.37,99.566,32153.0,1.0
2014-07-31,99.45,99.676,99.45,99.586,19827.0,1.0
2014-08-01,99.5,100.28,99.5,100.075,14016.0,1.0
2014-08-04,100.03,100.27,99.69,100.083,12994.0,1.0
2014-08-05,100.031,100.268,100.031,100.164,21285.0,1.0
2014-08-06,100.165,100.323,100.14,100.261,44359.0,1.0
2014-08-07,100.237,100.31,100.001,100.086,39940.0,1.0
2014-08-08,100.09,100.255,100.09,100.182,35485.0,1.0
2014-08-11,100.11,100.298,100.11,100.227,50600.0,1.0
2014-08-12,100.181,100.274,100.11,100.16,46616.0,1.0
2014-08-13,100.16,100.502,100.06,100.234,53974.0,1.0
2014-08-14,100.282,100.68,100.206,100.295,39025.0,1.0
2014-08-15,100.213,100.476,100.213,100.421,50896.0,1.0
2014-08-18,100.33,100.478,100.299,100.354,66802.0,1.0
2014-08-19,100.346,100.376,100.275,100.317,106259.0,1.0
2014-08-20,100.28,100.371,100.235,100.278,92950.0,1.0
2014-08-21,100.281,100.31,100.188,100.22,91178.0,1.0
2014-08-22,100.221,100.26,100.165,100.193,124559.0,1.0
2014-08-25,100.18,100.239,100.18,100.192,135097.0,1.0
2014-08-26,100.203,100.576,100.183,100.268,70138.0,1.0
2014-08-27,100.26,100.382,99.98,100.189,84380.0,1.0
2014-08-28,100.24,100.294,100.181,100.252,83980.0,1.0
2014-08-29,100.202,100.332,100.202,100.273,75403.0,1.0
2014-09-01,100.24,100.352,100.24,100.33,96055.0,1.0
2014-09-02,100.31,100.429,100.28,100.296,65394.0,1.0
2014-09-03,100.305,100.351,100.262,100.275,84220.0,1.0
2014-09-04,100.275,100.297,100.241,100.254,101347.0,1.0
2014-09-05,100.255,100.286,100.231,100.252,85248.0,1.0
2014-09-09,100.272,100.365,100.254,100.281,76646.0,1.0
2014-09-10,100.287,100.307,100.18,100.216,71797.0,1.0
2014-09-11,100.215,100.26,100.182,100.204,75125.0,1.0
2014-09-12,100.219,100.236,100.16,100.182,120881.0,1.0
2014-09-15,100.216,100.292,100.187,100.276,89115.0,1.0
2014-09-16,100.283,100.3,100.0,100.26,73769.0,1.0
2014-09-17,100.296,100.321,100.22,100.279,77640.0,1.0
2014-09-18,100.275,100.876,100.202,100.77,48211.0,1.0
2014-09-19,100.802,101.279,100.592,100.872,51442.0,1.0
2014-09-22,100.815,101.882,100.762,100.973,61123.0,1.0
2014-09-23,101.07,101.277,100.95,101.232,53528.0,1.0
2014-09-24,101.011,101.57,100.521,100.768,23474.0,1.0
2014-09-25,100.798,100.98,100.601,100.816,26382.0,1.0
2014-09-26,100.82,100.864,100.38,100.74,29654.0,1.0
2014-09-29,100.805,101.147,100.753,100.977,48536.0,1.0
2014-09-30,101.002,101.476,100.991,101.418,44050.0,1.0
2014-10-08,102.08,102.263,100.38,101.359,25722.0,1.0
2014-10-09,101.36,101.51,101.3,101.392,69352.0,1.0
2014-10-10,101.409,101.75,100.58,101.348,84732.0,1.0
2014-10-13,101.399,101.679,101.38,101.433,54838.0,1.0
2014-10-14,101.46,102.27,101.46,102.136,19762.0,1.0
2014-10-15,102.33,102.854,102.28,102.508,22952.0,1.0
2014-10-16,102.493,102.876,102.493,102.811,57697.0,1.0
2014-10-17,102.58,103.179,102.58,103.08,33762.0,1.0
2014-10-20,103.12,103.89,103.002,103.256,51646.0,1.0
2014-10-21,103.185,103.51,102.99,103.011,27487.0,1.0
2014-10-22,103.259,103.259,102.36,102.502,28047.0,1.0
2014-10-23,102.528,102.687,102.48,102.617,106782.0,1.0
2014-10-24,102.48,103.158,102.48,102.66,46037.0,1.0
2014-10-27,102.735,103.11,102.448,102.583,129037.0,1.0
2014-10-28,102.648,103.09,102.648,102.958,52015.0,1.0
2014-10-29,102.98,103.276,102.905,103.204,99397.0,1.0
2014-10-30,103.204,103.329,102.888,103.119,68985.0,1.0
2014-10-31,103.131,103.278,103.031,103.085,61240.0,1.0
2014-11-03,103.183,103.62,103.101,103.303,46248.0,1.0
2014-11-04,103.345,103.936,103.345,103.819,56407.0,1.0
2014-11-05,103.858,104.141,103.781,104.089,74304.0,1.0
2014-11-06,104.067,104.25,103.485,103.831,36962.0,1.0
2014-11-07,103.845,104.343,103.831,104.259,68921.0,1.0
2014-11-10,104.238,104.665,104.18,104.545,84274.0,1.0
2014-11-11,104.56,105.117,104.38,104.471,38239.0,1.0
2014-11-12,104.581,104.799,104.403,104.437,47144.0,1.0
2014-11-13,104.482,104.482,104.032,104.218,41492.0,1.0
2014-11-14,104.081,104.21,103.83,104.083,121393.0,1.0
2014-11-17,104.181,104.181,103.691,103.747,131695.0,1.0
2014-11-18,103.76,104.135,103.74,104.121,141874.0,1.0
2014-11-19,104.11,104.266,103.691,103.881,183793.0,1.0
2014-11-20,103.98,104.039,103.781,103.875,205287.0,1.0
2014-11-21,103.87,104.079,103.66,103.923,105242.0,1.0
2014-11-24,104.28,105.04,103.38,104.136,117684.0,1.0
2014-11-25,104.283,104.48,104.103,104.271,51035.0,1.0
2014-11-26,104.271,104.46,104.08,104.25,117647.0,1.0
2014-11-27,104.292,104.41,104.26,104.323,114989.0,1.0
2014-11-28,104.47,104.518,104.229,104.375,83594.0,1.0
2014-12-01,104.342,104.756,104.283,104.5,60819.0,1.0
2014-12-02,104.49,104.676,104.28,104.332,98024.0,1.0
2014-12-03,104.32,104.34,103.502,103.603,35752.0,1.0
2014-12-04,103.6,103.85,102.291,103.168,98681.0,1.0
2014-12-05,103.159,103.159,102.49,102.816,63611.0,1.0
2014-12-08,103.08,103.11,102.497,102.585,99060.0,1.0
2014-12-09,102.292,102.81,102.099,102.539,50595.0,1.0
2014-12-10,102.58,103.075,102.462,102.74,122561.0,1.0
2014-12-11,102.751,103.149,102.73,102.817,196688.0,1.0
2014-12-12,102.83,103.106,102.792,102.954,295964.0,1.0
2014-12-15,102.95,103.149,102.806,103.07,296056.0,1.0
2014-12-16,103.011,103.271,103.011,103.187,282163.0,1.0
2014-12-17,103.187,103.776,103.036,103.7,200272.0,1.0
2014-12-18,103.73,103.84,103.129,103.401,206662.0,1.0
2014-12-19,103.391,103.74,103.32,103.466,276208.0,1.0
2014-12-22,103.48,103.555,103.257,103.485,244311.0,1.0
2014-12-23,103.493,103.895,103.3,103.67,347173.0,1.0
2014-12-24,103.978,104.666,103.79,103.958,126947.0,1.0
2014-12-25,103.983,104.268,103.89,103.904,352141.0,1.0
2014-12-26,103.969,104.136,103.635,103.784,369968.0,1.0
2014-12-29,103.882,104.04,103.701,103.783,325774.0,1.0
2014-12-30,103.83,103.98,103.51,103.545,386978.0,1.0
2014-12-31,103.668,103.83,103.412,103.678,170910.0,1.0
2015-01-05,103.676,103.764,103.532,103.576,21728.0,1.0
2015-01-06,103.443,103.68,103.443,103.642,16614.0,1.0
2015-01-07,103.61,103.825,103.61,103.772,57836.0,1.0
2015-01-08,103.879,103.879,103.678,103.798,91999.0,1.0
